Record_ID,City,State,Region,City Category,Year,Month,Season,Population,Population Density (per km²),Urbanization Rate (%),Waste Type,Daily Waste Generation (TPD),Waste Per Capita (kg),Collection Efficiency (%),Waste Segregation Rate (%),Recycling Rate (%),Composting Rate (%),Landfill Dependency (%),Waste Processing Capacity (TPD),Treatment Method,Municipal Efficiency Score,Awareness Campaigns,Smart Bins,Collection Vehicles,Collection Frequency,Waste Management Workers,Waste Management Budget (?),Cost Per Ton (?),Carbon Emissions,Landfill Capacity (Tons),Remaining Landfill Capacity (Tons),Latitude,Longitude,Air Quality Index (AQI),Rainfall (mm),Tourism Impact Score,Industrial Activity Level,Population Growth Rate (%),Sustainability Index,Performance Level,Sustainability Category
WM013872,Bilaspur,Chhattisgarh,Central,Tier-2,2021,8,Monsoon,740100,5955.9,58,Organic,116.62,0.155,54.7,53.6,21.2,30.1,44.6,107.59,Composting,4.7,4,377,25,4,1479,10743481,565,254.93,1027149,62.6,22.0797,82.1391,142,183.8,0.9,7.8,3.36,40.3,Low,Average
WM013873,Chandigarh,Chandigarh,North,Tier-1,2021,8,Monsoon,2274618,6404.5,63.9,Organic,448.14,0.196,68.1,52.8,24.6,30.2,36.8,448.35,Landfill,5.7,2,2309,120,6,5755,74559606,736,7338.41,5072918,70,30.7333,76.7794,147,87.2,2.7,5.1,2.16,44.6,Medium,Good
WM013874,Chandigarh,Chandigarh,North,Tier-1,2021,8,Monsoon,2274618,6404.5,63.9,Paper,100.95,0.045,60.7,62.9,61.8,5,23.4,90.73,Landfill,5.7,2,2309,120,6,5755,74559606,786,1569.59,5072918,70,30.7333,76.7794,147,87.2,2.7,5.1,2.16,54.1,High,Excellent
WM013875,Chennai,Tamil Nadu,South,Metro,2021,8,Monsoon,10532892,28089.8,94.9,Organic,3184.95,0.288,77.6,63.6,31.3,38.2,21.1,3478.39,Landfill,6.9,4,18072,682,7,44984,434867058,1008,53820.67,14681294,70.6,13.0827,80.2707,118,219.9,3.2,8.2,0.56,54.9,High,Excellent
WM013876,Coimbatore,Tamil Nadu,South,Tier-1,2021,8,Monsoon,1595756,5947.6,80.5,Plastic,85.22,0.052,64.4,65.7,42.3,1.5,51.1,85.3,Landfill,5.9,3,1432,92,5,4578,35907123,768,1413.23,4820858,70.6,11.0168,76.9558,82,248.1,0.6,8.3,2.32,48.7,High,Good
WM013877,Cuttack,Odisha,East,Tier-2,2021,8,Monsoon,1076040,6645.2,56.2,Organic,153.28,0.146,60.9,55.5,24.3,36.2,39.4,125.9,Composting,5.1,1,423,45,4,2601,15100732,671,340.93,1482790,66.6,20.4625,85.883,90,370.6,3.3,4,3.01,46.7,Medium,Good
WM013878,Darjeeling,West Bengal,East,Tier-3,2021,8,Monsoon,294489,994.3,41.9,Organic,33.73,0.12,46.3,46.3,21.9,25.4,53.4,31.69,Landfill,2.7,0,41,7,2,389,1611653,350,566.77,44353,56.9,27.041,88.2663,88,436.1,6.1,1.7,2.73,32.9,Low,Poor
WM013879,Dehradun,Uttarakhand,Central,Tier-2,2021,8,Monsoon,1044010,6150.7,57.6,Organic,159.38,0.153,59.2,60.3,29.1,28.2,42.7,135.72,Landfill,6.6,2,507,53,4,2312,19375405,562,2869.47,399767,71.4,30.3165,78.0322,126,90.3,2.6,8.1,3.16,45.5,Medium,Good
WM013880,Dehradun,Uttarakhand,Central,Tier-2,2021,8,Monsoon,1044010,6150.7,57.6,Plastic,38.78,0.039,57.4,60,41.6,1.2,57.7,31.79,Landfill,6.6,2,507,53,4,2312,19375405,508,663.37,399767,71.4,30.3165,78.0322,126,90.3,2.6,8.1,3.16,44.5,High,Good
WM013881,Delhi,Delhi,North,Metro,2021,8,Monsoon,19261270,33222.1,90,Organic,4986.62,0.26,75,65.9,29.1,36.4,21.2,4660.46,Landfill,8,2,26865,1722,7,65705,909700456,1153,80781.84,11474654,77.4,28.7041,77.1025,194,183.1,4.1,6.5,1.15,56.7,High,Excellent
WM013882,Delhi,Delhi,North,Metro,2021,8,Monsoon,19261270,33222.1,90,Plastic,1379.09,0.069,70.5,78,48.7,0.6,39.1,1225.16,Recycling,8,2,26865,1722,7,65705,909700456,1889,4724.53,11474654,77.4,28.7041,77.1025,194,183.1,4.1,6.5,1.15,54.4,High,Excellent
WM013883,Diu,Daman and Diu,West,Tier-3,2021,8,Monsoon,114279,3110.4,26.4,Construction,4.18,0.037,35.6,50.6,28.7,0.3,70.9,3.3,Landfill,4.7,2,12,4,2,182,1302499,346,69.34,57903,64.7,20.7144,70.9874,104,409.8,5.7,3,2.28,34,Low,Poor
WM013884,Diu,Daman and Diu,West,Tier-3,2021,8,Monsoon,114279,3110.4,26.4,Hazardous,0.44,0.004,34.8,41.6,27.1,1.2,71.3,0.39,Landfill,4.7,2,12,4,2,182,1302499,355,6.97,57903,64.7,20.7144,70.9874,104,409.8,5.7,3,2.28,30.1,Low,Poor
WM013885,Durgapur,West Bengal,East,Tier-2,2021,8,Monsoon,426851,5402,46.3,Organic,65.84,0.156,58.2,49,26.2,28.9,48.5,51.71,Landfill,3.9,1,160,16,3,908,6342223,554,1038.86,1107222,62.2,23.5204,87.3119,90,217.1,1.2,5.1,2.79,38.9,Low,Average
WM013886,Erode,Tamil Nadu,South,Tier-2,2021,8,Monsoon,640010,3820.4,46.2,Organic,105.14,0.158,59.6,60.9,33,40.1,27.9,90.34,Landfill,5.5,3,287,24,3,1311,8618445,524,1667.2,750711,68.8,11.341,77.7172,68,157.6,2.4,5.3,2.45,55.1,Medium,Excellent
WM013887,Faridabad,Haryana,North,Tier-1,2021,8,Monsoon,1427011,8162.4,86.9,Plastic,70.74,0.049,67.5,74.7,43.8,1,52.9,84.38,Landfill,8,5,1025,86,6,4750,44105907,603,1149.83,6457643,78.6,28.4089,77.3178,129,240.4,3.4,3.5,1.53,51,High,Excellent
WM013888,Firozabad,Uttar Pradesh,Central,Tier-2,2021,8,Monsoon,652098,4422.8,66.7,Construction,45.91,0.069,44.7,41.4,33.3,1,60.3,44.54,Recycling,4.4,0,329,24,3,1487,7710688,830,156.81,659755,64.2,27.1592,78.3957,120,244.7,3.1,7.3,2.74,33.7,Low,Poor
WM013889,Firozabad,Uttar Pradesh,Central,Tier-2,2021,8,Monsoon,652098,4422.8,66.7,Organic,112.24,0.167,54,47.1,17.7,37.5,43.4,97.7,Landfill,4.4,0,329,24,3,1487,7710688,509,2003.56,659755,64.2,27.1592,78.3957,120,244.7,3.1,7.3,2.74,39.5,Low,Average
WM013890,Gangtok,Sikkim,Northeast,Tier-3,2021,8,Monsoon,148728,2213,33.5,Organic,17.01,0.118,53.2,47,13.2,26.1,57.9,13.5,Landfill,4.1,1,21,4,1,219,901082,419,263.51,352025,63.1,27.3389,88.6065,91,726.1,6.9,1.5,3.82,32.2,Low,Poor
WM013891,Gaya,Bihar,East,Tier-2,2021,8,Monsoon,599517,6175.6,70.7,Construction,38.8,0.064,51.8,56.5,37.2,1.3,58.8,35.96,Landfill,6.3,0,269,26,4,1278,7144190,571,657.42,463615,71.9,24.7955,84.9994,82,286.1,1.9,6.2,2.06,40.2,Medium,Average
WM013892,Gorakhpur,Uttar Pradesh,Central,Tier-2,2021,8,Monsoon,434631,5041.1,69.1,Paper,13.93,0.031,58.7,57.9,51.1,5,43.1,14.61,Recycling,4.6,0,199,17,3,831,6376445,891,48.76,1461283,61.2,26.7606,83.3732,150,217.5,0.5,7.7,3.17,50,Medium,Good
WM013893,Gulbarga,Karnataka,South,Tier-2,2021,8,Monsoon,898652,2977.8,54.5,Construction,53.94,0.059,55.8,53.3,44.8,1.2,52.5,53.8,Recycling,6.2,2,307,39,4,2153,13755704,965,194.91,1105831,71,17.3297,76.8343,77,306.6,1.7,3.4,1.69,40.1,Medium,Average
WM013894,Guntur,Andhra Pradesh,South,Tier-2,2021,8,Monsoon,1108391,8212.9,56.6,Hazardous,7.94,0.007,36.9,37.3,23.8,0.1,75.2,7.5,Incineration,4.2,1,440,45,3,2413,21099348,963,84.21,936980,63.2,16.3067,80.4365,72,162.9,1.1,3.4,3.03,26.6,Low,Poor
WM013895,Gurugram,Haryana,North,Tier-1,2021,8,Monsoon,2396607,8761.6,82.8,Organic,480.45,0.207,70.5,66.4,34.9,36.1,29.2,403.56,Biogas,7,2,2605,151,5,7670,66196361,996,695.27,1863812,72.8,28.4595,77.0266,150,217.9,0.1,5.1,1.76,54.5,High,Excellent
WM013896,Guwahati,Assam,Northeast,Tier-1,2021,8,Monsoon,1430880,5974.6,66,Organic,322.95,0.225,70.5,53.7,29.3,35.5,33.6,356.58,Composting,6.1,8,1530,74,6,3805,29576026,835,711.06,5091013,71.1,26.1445,91.7362,78,426.8,2.2,7.7,2.81,49.3,Medium,Good
WM013897,Guwahati,Assam,Northeast,Tier-1,2021,8,Monsoon,1430880,5974.6,66,Plastic,88.11,0.06,65.3,66.2,42.7,0.3,59.1,69.72,Landfill,6.1,8,1530,74,6,3805,29576026,810,1427.65,5091013,71.1,26.1445,91.7362,78,426.8,2.2,7.7,2.81,45.8,High,Good
WM013898,Gwalior,Madhya Pradesh,Central,Tier-1,2021,8,Monsoon,3478996,8842.6,74.1,Glass,53.55,0.016,58.8,67.4,65.8,1.2,33.7,55.55,Recycling,7.2,2,3614,211,6,10167,90626964,1375,202.15,6427395,74,26.2183,78.1828,136,242.8,0,8.7,2.01,58.2,High,Excellent
WM013899,Haridwar,Uttarakhand,Central,Tier-3,2021,8,Monsoon,129430,1872.1,34.3,Construction,5.27,0.04,43.3,56,41.1,1.2,64.1,4.55,Recycling,4.8,0,13,4,2,199,1041770,588,19.78,345644,64.8,29.9457,78.1642,66,79.1,7,1.9,2.96,34.3,Low,Poor
WM013900,Howrah,West Bengal,East,Tier-1,2021,8,Monsoon,2613201,5388.8,81,Organic,536.58,0.213,73.9,65.7,33.3,35.3,32.5,484.49,Landfill,7.4,4,1861,142,6,7803,63445972,798,8152.59,3187742,77.9,22.5958,88.2636,118,287.4,1.6,9.5,1.95,56.6,High,Excellent
WM013901,Howrah,West Bengal,East,Tier-1,2021,8,Monsoon,2613201,5388.8,81,Plastic,161.05,0.059,71,57.3,55.6,1,41.9,180.38,Incineration,7.4,4,1861,142,6,7803,63445972,1750,1767.77,3187742,77.9,22.5958,88.2636,118,287.4,1.6,9.5,1.95,51.6,High,Excellent
WM013902,Hubballi-Dharwad,Karnataka,South,Tier-1,2021,8,Monsoon,1206291,10745.7,78,Paper,51.23,0.041,58.9,56.4,57.7,5,38.5,54.61,Recycling,6.5,2,1093,67,5,2967,39925431,1329,182.69,2612415,70.5,15.3647,75.124,97,186.5,1.4,5.4,1.99,49.6,High,Good
WM013903,Hyderabad,Telangana,South,Metro,2021,8,Monsoon,9250626,22589.8,97,Construction,833.16,0.091,73.5,68,48.9,0.7,48.2,966.24,Landfill,9.1,5,15705,741,7,44246,463801845,1085,13824.14,14171574,82.3,17.385,78.4867,101,206.8,3.5,6,0.83,53.9,High,Excellent
WM013904,Hyderabad,Telangana,South,Metro,2021,8,Monsoon,9250626,22589.8,97,Organic,2458.34,0.274,84.7,66.5,34.4,40.9,11.8,2532.18,Composting,9.1,5,15705,741,7,44246,463801845,972,5877.34,14171574,82.3,17.385,78.4867,101,206.8,3.5,6,0.83,62.7,High,Excellent
WM013905,Imphal,Manipur,Northeast,Tier-3,2021,8,Monsoon,180342,2625.9,32.5,Organic,18.23,0.101,58.3,46.1,22.9,37,37.9,14.08,Landfill,3.6,0,17,5,2,216,2417567,370,302.97,319847,60,24.817,93.9368,52,610.8,1.9,4.3,2.97,40.1,Low,Average
WM013906,Imphal,Manipur,Northeast,Tier-3,2021,8,Monsoon,180342,2625.9,32.5,Paper,4.29,0.024,44.4,60.6,47.3,4.6,43.1,3.74,Recycling,3.6,0,17,5,2,216,2417567,645,16.05,319847,60,24.817,93.9368,52,610.8,1.9,4.3,2.97,42.4,Low,Average
WM013907,Indore,Madhya Pradesh,Central,Tier-1,2021,8,Monsoon,1613199,13927.9,83.3,Construction,141.23,0.085,46.4,44.5,27.8,0.7,63.3,119.4,Recycling,5.7,4,1329,88,5,4991,52442707,1337,528.97,6253156,68,22.7196,75.8577,162,229.7,2.3,6.9,1.68,36,Low,Poor
WM013908,Itanagar,Arunachal Pradesh,Northeast,Tier-3,2021,8,Monsoon,246998,2869.9,42.2,Organic,27.22,0.112,52.1,60,27,41.5,33.9,26.99,Biogas,5.4,1,27,9,2,327,2346536,472,43.1,366817,66.1,27.0844,93.6053,64,274.5,2,4.5,3.12,46.9,Medium,Good
WM013909,Jabalpur,Madhya Pradesh,Central,Tier-1,2021,8,Monsoon,1300285,14304.1,65.2,Glass,15.88,0.012,60,57.7,62.4,1.2,35.5,12.8,Recycling,5.6,4,1430,66,5,4032,35392197,1118,53.06,5387781,68.2,23.1815,79.9864,94,185.4,0.2,4.3,2.35,52.6,High,Excellent
WM013910,Jaipur,Rajasthan,North,Metro,2021,8,Monsoon,4238998,17667.9,95.4,Organic,996.64,0.228,80.6,63.1,24.5,40.4,23.5,903.62,Biogas,8.1,11,7700,298,7,16716,243507875,1842,1599.39,9033359,76.4,26.9124,75.7873,191,205.1,5.5,9.4,1.2,55.5,High,Excellent
WM013911,Jaipur,Rajasthan,North,Metro,2021,8,Monsoon,4238998,17667.9,95.4,Paper,210.72,0.052,74.6,82.4,73.8,5,12.8,217.49,Recycling,8.1,11,7700,298,7,16716,243507875,1613,777.64,9033359,76.4,26.9124,75.7873,191,205.1,5.5,9.4,1.2,67.7,High,Excellent
WM013912,Jalandhar,Punjab,North,Tier-1,2021,8,Monsoon,1565375,8151.9,65.8,Organic,341.24,0.227,70.2,61.1,24.3,39.6,35.1,332.91,Landfill,6.7,6,1517,98,6,4315,44417156,818,5731.06,5892736,71.8,31.326,75.5762,153,179,1.4,5.8,1.65,51.6,Medium,Excellent
WM013913,Jalgaon,Maharashtra,West,Tier-2,2021,8,Monsoon,909406,6380.2,47.5,Construction,55.47,0.059,45.9,37.3,32.7,0.6,61.6,43.93,Landfill,4.7,5,408,32,3,1904,9699281,516,835.53,1776529,67.8,21.0077,75.5626,114,317.7,0,3.3,2.09,31.6,Low,Poor
WM013914,Jammu,Jammu and Kashmir,North,Tier-2,2021,8,Monsoon,1049157,5413.7,46.3,Organic,160.81,0.148,58.7,50.9,19.2,23.9,56.5,160.58,Landfill,4.3,3,497,40,4,2129,21486165,536,2599.66,1589071,60.8,32.7266,74.857,166,250.9,1.5,6.5,2.53,33.6,Low,Poor
WM013915,Jamnagar,Gujarat,West,Tier-2,2021,8,Monsoon,946602,7485.6,53.5,Metal,10.99,0.012,51.8,55.3,68.1,0.5,31.4,9.75,Landfill,4.2,1,384,32,4,1635,14376613,473,186.1,1412560,60.7,22.4707,70.0577,120,374.8,0,1.8,2.11,52.1,Medium,Excellent
WM013916,Jamnagar,Gujarat,West,Tier-2,2021,8,Monsoon,946602,7485.6,53.5,Plastic,41.4,0.045,48.5,60.6,39.3,0.7,60.1,36.85,Recycling,4.2,1,384,32,4,1635,14376613,987,148.43,1412560,60.7,22.4707,70.0577,120,374.8,0,1.8,2.11,39.2,Low,Average
WM013917,Jamshedpur,Jharkhand,East,Tier-2,2021,8,Monsoon,648045,5656.9,64.3,Construction,38.96,0.062,59.7,48.8,38.5,1.3,60.8,38.58,Landfill,6,4,299,26,4,1301,9453609,461,682.47,1373237,68.8,22.8046,86.2029,81,322.4,1.4,2.5,1.99,39.9,Medium,Average
WM013918,Jamshedpur,Jharkhand,East,Tier-2,2021,8,Monsoon,648045,5656.9,64.3,Organic,96.13,0.149,63,63.9,29.2,35.3,28.3,90.49,Biogas,6,4,299,26,4,1301,9453609,867,134.37,1373237,68.8,22.8046,86.2029,81,322.4,1.4,2.5,1.99,52.8,Medium,Excellent
WM013919,Jhansi,Uttar Pradesh,Central,Tier-2,2021,8,Monsoon,431279,3296.6,68.4,Organic,73.07,0.17,56.9,44.9,21.3,39,36.1,61.75,Composting,4.1,1,201,17,4,788,7637160,645,182.34,1620373,63.8,25.4484,78.5685,126,234.8,1.2,2.6,2.08,39.2,Low,Average
WM013920,Jodhpur,Rajasthan,North,Tier-1,2021,8,Monsoon,3220182,10868.5,76,Organic,596.35,0.182,67.7,57.4,27.4,37.8,28.4,547.99,Composting,6.6,2,3146,200,5,8022,104244827,959,1385.55,1654106,73.7,26.2389,73.0243,173,263.3,6.9,5.7,2.65,51.2,Medium,Excellent
WM013921,Junagadh,Gujarat,West,Tier-3,2021,8,Monsoon,112620,794.2,46.6,Paper,2.11,0.019,51.6,55.6,53.3,5,46.6,1.67,Incineration,5,2,11,3,2,169,1091137,705,23.74,318271,67.2,21.5222,70.4579,94,339.7,2.9,5.5,4.42,45.5,Medium,Good
WM013922,Kannur,Kerala,South,Tier-3,2021,8,Monsoon,81963,3765.4,50.5,Hazardous,0.43,0.005,27.2,48.1,23,1.1,77.6,0.45,Waste_to_Energy,3.3,0,8,3,1,118,584851,901,3.5,72696,61.3,11.8745,75.3704,92,248,8.3,4,3.08,28.4,Low,Poor
WM013923,Kannur,Kerala,South,Tier-3,2021,8,Monsoon,81963,3765.4,50.5,Paper,2.03,0.025,44.6,51.5,54.1,3.8,39.3,2.08,Recycling,3.3,0,8,3,1,118,584851,624,7.9,72696,61.3,11.8745,75.3704,92,248,8.3,4,3.08,41.5,Low,Average
WM013924,Kanpur,Uttar Pradesh,Central,Tier-1,2021,8,Monsoon,3211087,13611.8,86.1,Plastic,175.22,0.054,69.2,72.4,50.4,0.6,46.1,194.82,Recycling,8.1,2,3139,186,6,8463,74293323,1300,651.15,4431724,79.1,26.4499,80.3319,152,152.2,2.7,6.5,1.54,54.2,High,Excellent
WM013925,Karnal,Haryana,North,Tier-2,2021,8,Monsoon,804561,3843.8,60.9,Construction,43.14,0.053,56.6,60.4,32.9,0.1,67.8,33.76,Incineration,5.2,0,328,29,4,1489,17745243,1015,411.77,1482238,67.6,29.6857,76.9905,150,166.1,0.3,4.5,2.38,36.8,Medium,Poor
WM013926,Kavaratti,Lakshadweep,South,Tier-3,2021,8,Monsoon,331300,1325.3,48.6,Organic,38.79,0.116,58.3,54,20.2,36,39.8,41.49,Composting,4.5,3,44,11,2,487,3159511,471,102.08,277641,63,10.5593,72.6358,84,179.4,7.4,3.1,3.77,42.7,Low,Average
WM013927,Kavaratti,Lakshadweep,South,Tier-3,2021,8,Monsoon,331300,1325.3,48.6,Paper,7.28,0.021,39.5,64.3,52.8,4.7,43.4,5.62,Recycling,4.5,3,44,11,2,487,3159511,680,27.93,277641,63,10.5593,72.6358,84,179.4,7.4,3.1,3.77,48.6,Medium,Good
WM013928,Kochi,Kerala,South,Tier-2,2021,8,Monsoon,572427,8117.8,48.1,Organic,90.83,0.163,52.8,51.4,24.4,28.8,49.5,77.99,Biogas,4.9,2,277,25,4,1133,7007113,897,144.21,367581,66.3,9.9312,76.2673,93,161.4,8.4,3.1,2.44,39.9,Low,Average
WM013929,Kohima,Nagaland,Northeast,Tier-3,2021,8,Monsoon,59542,2040.8,36.3,Hazardous,0.3,0.005,26.5,40.9,18.5,0.8,77.7,0.18,Landfill,2.5,2,7,3,2,71,445680,419,4.96,106834,59,25.6751,94.1086,17,525.4,2.2,2.4,4.15,25.8,Low,Poor
WM013930,Kolhapur,Maharashtra,West,Tier-2,2021,8,Monsoon,345232,2675.2,60.7,Construction,18.55,0.053,49.5,49.5,34.3,0.9,64.2,17.5,Landfill,3.6,4,119,13,3,714,5864124,428,309.81,487491,60.2,16.705,74.2433,119,291.7,1.1,3.1,2.01,32.6,Low,Poor
WM013931,Kolkata,West Bengal,East,Metro,2021,8,Monsoon,15585620,25580.6,96.6,Construction,1470.25,0.096,63.4,60.4,47,1.2,48.7,1482.15,Incineration,7.3,6,22591,1288,6,57448,843411956,2097,16845.46,11978407,72.7,22.5726,88.3639,120,148.4,2.5,7.4,1.13,51.2,High,Excellent
WM013932,Kollam,Kerala,South,Tier-2,2021,8,Monsoon,926418,7699.1,63.4,Organic,135.31,0.141,59.2,47.1,25.3,35.5,34.4,112.59,Landfill,4.6,2,417,35,4,2050,14225148,449,2421.4,1179623,66.9,8.8932,76.6141,84,30.9,2.2,3.8,2.87,43.3,Low,Average
WM013933,Kota,Rajasthan,North,Tier-1,2021,8,Monsoon,2674489,11284.3,72,Organic,520.02,0.193,72.9,69.6,30.1,41,21.4,358.37,Biogas,7.7,2,2514,167,6,7466,56968156,1120,779.58,6684779,70.4,25.2138,75.8648,168,285,0.8,3.4,0.69,53.4,High,Excellent
WM013934,Lucknow,Uttar Pradesh,Central,Tier-1,2021,8,Monsoon,3996918,13925.5,67.1,Plastic,245.57,0.06,66.1,59.9,38.3,0.5,60.8,224.93,Recycling,6.2,2,3516,197,5,10491,124984784,1200,946.22,6653168,70.8,26.8467,80.9462,138,210.1,3.1,3.5,2.8,42.4,High,Average
WM013935,Ludhiana,Punjab,North,Tier-1,2021,8,Monsoon,2111272,12535.8,84.3,Glass,26.8,0.013,49.9,58.2,60.7,0.8,36.4,25.81,Landfill,5.4,2,2293,105,6,6278,46791137,728,485.35,5283178,69.8,30.901,75.8573,171,244.3,2.3,7.5,0.73,46.9,Medium,Good
WM013936,Madurai,Tamil Nadu,South,Tier-1,2021,8,Monsoon,1846508,12141,73.3,Biomedical,7.64,0.004,63.4,77.1,27.1,1,68.1,8.79,Recycling,6.7,6,1677,98,6,5761,35693991,1394,29.62,2388043,70.8,9.9252,78.1198,91,215,5.8,6.8,1.73,42.2,High,Average
WM013937,Madurai,Tamil Nadu,South,Tier-1,2021,8,Monsoon,1846508,12141,73.3,Plastic,95.11,0.052,65.8,65.6,45,1.2,52.6,84.79,Landfill,6.7,6,1677,98,6,5761,35693991,666,1586.48,2388043,70.8,9.9252,78.1198,91,215,5.8,6.8,1.73,48.4,High,Good
WM013938,Mangalore,Karnataka,South,Tier-2,2021,8,Monsoon,870449,5468.4,68.7,Organic,155.01,0.182,63.2,62.4,28.1,34.2,33.7,134.69,Biogas,5.9,3,296,33,4,2110,10317848,838,216.9,1422567,72.6,12.9141,74.856,108,145.1,3.2,5,3.11,49.9,Medium,Good
WM013939,Mangalore,Karnataka,South,Tier-2,2021,8,Monsoon,870449,5468.4,68.7,Plastic,36.44,0.042,58,60,44.8,0.5,48.4,30.64,Landfill,5.9,3,296,33,4,2110,10317848,532,544.55,1422567,72.6,12.9141,74.856,108,145.1,3.2,5,3.11,45.5,Medium,Good
WM013940,Meerut,Uttar Pradesh,Central,Tier-1,2021,8,Monsoon,1809169,8822.8,84.5,Hazardous,15.08,0.008,47.6,51.6,26.1,0.4,73.2,12.12,Landfill,5.2,1,1910,92,5,5498,29512101,637,260.56,7329065,65.4,28.9845,77.7064,159,180.9,2.6,6.6,1.57,33.7,Low,Poor
WM013941,Meerut,Uttar Pradesh,Central,Tier-1,2021,8,Monsoon,1809169,8822.8,84.5,Paper,74.89,0.041,61.4,59.3,58.6,4.9,32.3,63.27,Landfill,5.2,1,1910,92,5,5498,29512101,781,1137.97,7329065,65.4,28.9845,77.7064,159,180.9,2.6,6.6,1.57,48,High,Good
WM013942,Moradabad,Uttar Pradesh,Central,Tier-1,2021,8,Monsoon,1759175,12722.2,63.3,Organic,345.7,0.195,70.3,54.5,23.1,36.8,33.9,299.34,Waste_to_Energy,5.6,0,1657,81,5,4827,40337213,1826,2423.95,4031432,67.3,28.8386,78.7733,137,313.7,4.3,6.5,2.34,42.8,Medium,Average
WM013943,Mount Abu,Rajasthan,North,Tier-3,2021,8,Monsoon,197825,3441.2,29.9,Glass,1.64,0.008,48.2,51.2,54.7,0.5,44.2,1.8,Recycling,4.3,1,28,6,1,293,1987211,651,5.49,138746,62,24.5926,72.7156,141,150.3,5.7,3.3,1.77,42.8,Medium,Average
WM013944,Mumbai,Maharashtra,West,Metro,2021,8,Monsoon,19504538,24492.8,98.4,Organic,4911.24,0.262,77.3,56.6,28.6,33.9,31.1,5003.49,Composting,6.9,8,24501,1457,7,68916,908303602,1050,11060.87,17622828,71.8,19.076,72.8777,118,138.9,4,7.8,1.03,52.5,High,Excellent
WM013945,Muzaffarpur,Bihar,East,Tier-2,2021,8,Monsoon,1086083,4750.2,67.7,Construction,71.68,0.063,46.5,48,31.5,0.9,66.9,47.96,Recycling,5.1,2,493,42,3,2556,11104915,898,257.99,1828877,66.5,26.1225,85.3906,115,258.8,0.6,6.9,2.63,34.5,Low,Poor
WM013946,Mysuru,Karnataka,South,Tier-1,2021,8,Monsoon,2652945,14916.3,79.3,Organic,491.31,0.178,74.4,59.5,22.3,44.4,30.4,366.86,Biogas,6.8,3,2759,163,6,7562,52943088,1200,718.19,3823698,73.3,12.2958,76.6394,102,67.9,2.2,8.3,1.95,54.6,Medium,Excellent
WM013947,Nagpur,Maharashtra,West,Tier-1,2021,8,Monsoon,3236610,14486.4,75.4,E-Waste,29.92,0.009,62.2,56.5,45.8,0.8,46.7,32.77,Recycling,6.7,4,3359,199,6,10310,119049303,1082,113.85,6805239,74.3,21.1458,79.0882,132,418.7,3.3,6.1,1.97,47.1,High,Good
WM013948,Nagpur,Maharashtra,West,Tier-1,2021,8,Monsoon,3236610,14486.4,75.4,Organic,569.26,0.184,68.7,59,21,36.2,40.8,561.05,Landfill,6.7,4,3359,199,6,10310,119049303,713,9978.31,6805239,74.3,21.1458,79.0882,132,418.7,3.3,6.1,1.97,47.5,Medium,Good
WM013949,Nanded,Maharashtra,West,Tier-2,2021,8,Monsoon,489696,6761.2,60.8,Organic,79.15,0.156,53.6,49.1,21.9,33.4,46.1,59.45,Landfill,3.9,1,206,19,3,971,7309634,477,1205.68,1543750,58.1,19.1383,77.321,128,89,1.1,6.3,2.43,38.6,Low,Average
WM013950,Nashik,Maharashtra,West,Tier-1,2021,8,Monsoon,2739304,15050,71.6,Organic,528.32,0.194,66.6,57.7,29,33,33.8,595.16,Landfill,5.8,0,1997,148,5,6982,52182528,773,9410.21,2402446,67,19.9975,73.7898,117,289.1,2.1,7.7,2.73,46.5,Medium,Good
WM013951,Nashik,Maharashtra,West,Tier-1,2021,8,Monsoon,2739304,15050,71.6,Plastic,160.36,0.057,61.8,72.4,52.1,0.9,40.4,156.61,Waste_to_Energy,5.8,0,1997,148,5,6982,52182528,1699,1187.62,2402446,67,19.9975,73.7898,117,289.1,2.1,7.7,2.73,49.5,High,Good
WM013952,Navi Mumbai,Maharashtra,West,Tier-1,2021,8,Monsoon,2493376,11275,72.8,Metal,33.02,0.013,62.3,58.3,69.8,1.4,25.7,29.72,Recycling,6.4,5,1951,116,5,7852,69469869,1407,126.14,6920362,68.6,19.033,73.0297,143,459.2,0.7,8.8,2.1,52.4,High,Excellent
WM013953,Navi Mumbai,Maharashtra,West,Tier-1,2021,8,Monsoon,2493376,11275,72.8,Organic,459.68,0.191,76.5,50.2,27.5,43.2,30.7,412.05,Landfill,6.4,5,1951,116,5,7852,69469869,809,8290.03,6920362,68.6,19.033,73.0297,143,459.2,0.7,8.8,2.1,46.6,Medium,Good
WM013954,Nellore,Andhra Pradesh,South,Tier-2,2021,8,Monsoon,774393,6611.8,55.1,Plastic,34.18,0.043,62.4,70.6,47,0.8,47.6,34.66,Waste_to_Energy,6.1,1,317,28,4,1909,10592612,1287,250.34,735000,71.2,14.4426,79.9865,93,314.9,0.8,4.8,2.4,47.6,High,Good
WM013955,Noida,Uttar Pradesh,Central,Tier-2,2021,8,Monsoon,607150,4222.9,47.4,Organic,81.31,0.14,63.2,48.2,23.9,36.5,43.4,90.12,Landfill,5.6,2,292,23,4,1276,9084687,440,1352.14,1074920,65.5,28.5355,77.391,145,309,0.5,5.7,2.17,43.6,Low,Average
